RENDERING NPI,PROVIDER LEGAL NAME,CALENDAR YEAR,DELIVERY SYSTEM,PROVIDER TYPE,AGE GROUP,ADV USER CNT,ADV USER ANNOTATION CODE,ADV SVC CNT,ADV  SVC ANNOTATION CODE,PREV USER CNT,PREV USER ANNOTATION CODE,PREV SVC CNT,PREV SVC ANNOTATION CODE,TXMT USER CNT,TXMT USER ANNOTATION CODE,TXMT SVC CNT,TXMT SVC ANNOTATION CODE,EXAM USER CNT,EXAM USER ANNOTATION CODE,EXAM SVC CNT,EXAM SVC ANNOTATION CODE
1306976121,"NGUYEN, HUNG DDS",2018,FFS,RENDERING,AGE 0-20,71,,420,,65,,92,,24,,47,,62,,71,
1306976121,"NGUYEN, HUNG DDS",2018,FFS,RENDERING,AGE 21+,286,,1711,,209,,209,,173,,483,,237,,237,
1306976618,OH SAEKYU,2018,FFS,RENDERING,AGE 0-20,2958,,16095,,2351,,5850,,576,,1485,,1334,,1340,
1306979182,ARAGON DAVID CHARLES DDS,2018,FFS,RENDERING,AGE 0-20,438,,5766,,415,,1485,,185,,486,,417,,555,
1306979182,ARAGON DAVID CHARLES DDS,2018,FFS,RENDERING,AGE 21+,349,,3466,,201,,203,,264,,793,,223,,223,
1306979638,"PARK, JOOYOEL",2018,FFS,RENDERING,AGE 0-20,228,,1885,,165,,292,,153,,565,,181,,201,
1306979638,"PARK, JOOYOEL",2018,FFS,RENDERING,AGE 21+,371,,1798,,37,,37,,291,,990,,225,,225,
1306979638,"PARK, JOOYOEL",2018,PHP,RENDERING,AGE 0-20,83,,636,,61,,115,,34,,118,,80,,96,
1306979638,"PARK, JOOYOEL",2018,PHP,RENDERING,AGE 21+,131,,760,,32,,36,,79,,392,,105,,116,
1306982335,VAHEDI SOHEIL,2018,FFS,RENDERING,AGE 0-20,114,,1099,,48,,176,,59,,234,,99,,118,
1306982335,VAHEDI SOHEIL,2018,FFS,RENDERING,AGE 21+,495,,3108,,,1,,2,324,,1497,,376,,377,
1306982335,VAHEDI SOHEIL,2018,PHP,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,2,,1,,2
1306982335,VAHEDI SOHEIL,2018,PHP,RENDERING,AGE 21+,11,,57,,,1,0,,,1,,2,,1,,1
1306982483,DOAN TRUNG K,2018,FFS,RENDERING,AGE 0-20,272,,2394,,249,,867,,112,,269,,248,,320,
1306982483,DOAN TRUNG K,2018,FFS,RENDERING,AGE 21+,189,,1057,,102,,198,,119,,407,,129,,129,
1306982723,ASWANI POOJA,2018,FFS,RENDERING,AGE 0-20,116,,747,,81,,254,,34,,87,,77,,81,
1306982723,ASWANI POOJA,2018,FFS,RENDERING,AGE 21+,206,,842,,65,,117,,93,,287,,121,,121,
1306982723,ASWANI POOJA,2018,PHP,RENDERING,AGE 0-20,82,,689,,75,,231,,29,,112,,78,,99,
1306982723,ASWANI POOJA,2018,PHP,RENDERING,AGE 21+,84,,427,,39,,67,,35,,122,,66,,76,
1306983846,SCHULTZ ALLAN R,2018,GMC,RENDERING,AGE 0-20,,1,,2,,1,,2,0,,0,,0,,0,
1306984596,ABARO RONALD C,2018,FFS,RENDERING,AGE 0-20,2228,,21161,,1606,,4959,,1102,,4039,,1895,,2243,
1306984596,ABARO RONALD C,2018,FFS,RENDERING,AGE 21+,2346,,14608,,672,,1197,,1392,,6354,,1842,,1847,
1306986096,"NGUYEN-VU, THANH Q, DDS",2018,FFS,RENDERING,AGE 0-20,51,,338,,51,,117,,13,,42,,48,,80,
1306986096,"NGUYEN-VU, THANH Q, DDS",2018,FFS,RENDERING,AGE 21+,115,,563,,110,,111,,75,,203,,111,,111,
1306987342,"FIDEL, JOSE T, DDS",2018,FFS,RENDERING,AGE 0-20,35,,136,,33,,61,,,1,,2,29,,29,
1306987342,"FIDEL, JOSE T, DDS",2018,FFS,RENDERING,AGE 21+,35,,105,,14,,14,,19,,36,,11,,11,
1306993050,"YELIAZYAN, ARAM, DDS",2018,FFS,RENDERING,AGE 0-20,16,,75,,12,,12,,,1,,2,15,,15,
1306993050,"YELIAZYAN, ARAM, DDS",2018,FFS,RENDERING,AGE 21+,93,,510,,21,,21,,58,,259,,76,,76,
1306995345,CHEUNG PATRICK H,2018,FFS,RENDERING,AGE 0-20,29,,193,,27,,68,,12,,24,,20,,24,
1306995345,CHEUNG PATRICK H,2018,FFS,RENDERING,AGE 21+,93,,532,,62,,124,,42,,80,,39,,39,
1316010309,"MARTINEZ, MIGUEL A CHOY, DDS",2018,FFS,RENDERING,AGE 0-20,359,,3020,,290,,340,,139,,399,,165,,179,
1316010309,"MARTINEZ, MIGUEL A CHOY, DDS",2018,FFS,RENDERING,AGE 21+,432,,2771,,179,,179,,298,,1128,,286,,286,
1316029812,KAUR SATKAR V,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,0,,0,,,1,,1
1316029812,KAUR SATKAR V,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1316029812,KAUR SATKAR V,2018,GMC,RENDERING,AGE 0-20,279,,1811,,210,,760,,118,,199,,185,,222,
1316029812,KAUR SATKAR V,2018,GMC,RENDERING,AGE 21+,657,,2980,,245,,367,,465,,1205,,306,,341,
1316033285,OU-YANG FRED,2018,FFS,RENDERING,AGE 0-20,22,,98,,,1,,2,11,,25,,14,,14,
1316033285,OU-YANG FRED,2018,FFS,RENDERING,AGE 21+,41,,182,,,1,,1,16,,35,,30,,30,
1316033285,OU-YANG FRED,2018,GMC,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1316034168,"TRUONG, THANH",2018,FFS,RENDERING,AGE 0-20,558,,5033,,498,,1691,,319,,1219,,493,,583,
1316034168,"TRUONG, THANH",2018,FFS,RENDERING,AGE 21+,911,,7791,,577,,588,,775,,4029,,634,,635,
1316034168,"TRUONG, THANH, DDS",2018,FFS,RENDERING,AGE 0-20,558,,5033,,498,,1691,,319,,1219,,493,,583,
1316034168,"TRUONG, THANH, DDS",2018,FFS,RENDERING,AGE 21+,911,,7791,,577,,588,,775,,4029,,634,,635,
1316035181,SAIDARA KAMRAN R,2018,FFS,RENDERING,AGE 0-20,272,,2865,,254,,772,,126,,370,,254,,312,
1316035181,SAIDARA KAMRAN R,2018,FFS,RENDERING,AGE 21+,346,,3091,,136,,136,,189,,662,,270,,270,
1316035181,SAIDARA KAMRAN R,2018,PHP,RENDERING,AGE 0-20,182,,1440,,170,,466,,55,,169,,172,,211,
1316035181,SAIDARA KAMRAN R,2018,PHP,RENDERING,AGE 21+,176,,1018,,62,,78,,88,,293,,137,,144,
1316044019,SIRON JUNE C,2018,FFS,RENDERING,AGE 0-20,2370,,18670,,2169,,5470,,874,,3274,,2180,,2532,
1316044019,SIRON JUNE C,2018,FFS,RENDERING,AGE 21+,38,,70,,,1,,1,12,,13,,31,,31,
1316044019,SIRON JUNE C,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1316046196,HUDSON ARTHUR LEROY,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,0,,0,,0,,0,,0,
1316054240,MARFATIA RIKIM A,2018,FFS,RENDERING,AGE 0-20,33,,236,,20,,44,,13,,26,,21,,23,
1316054240,MARFATIA RIKIM A,2018,FFS,RENDERING,AGE 21+,99,,540,,29,,58,,54,,146,,52,,52,
1316068869,PETROSIAN NARINE,2018,FFS,RENDERING,AGE 0-20,5860,,60898,,5189,,14799,,1863,,6421,,5036,,5626,
1316068869,PETROSIAN NARINE,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1316073851,HAZRATI-SARSHAR FAYE,2018,FFS,RENDERING,AGE 0-20,13,,51,,,1,,2,,1,,1,,1,,1
1316073851,HAZRATI-SARSHAR FAYE,2018,FFS,RENDERING,AGE 21+,48,,223,,19,,19,,27,,95,,41,,42,
1316076672,JOSEPH DAVID B,2018,FFS,RENDERING,AGE 0-20,392,,4739,,344,,485,,171,,682,,359,,483,
1316076672,JOSEPH DAVID B,2018,FFS,RENDERING,AGE 21+,725,,5890,,310,,310,,536,,2369,,208,,208,
1316078686,"LAI, HAI DDS",2018,FFS,RENDERING,AGE 0-20,829,,13178,,790,,3192,,374,,1143,,772,,1002,
1316078686,"LAI, HAI DDS",2018,FFS,RENDERING,AGE 21+,395,,4077,,293,,583,,230,,713,,303,,303,
1316079809,DOAN DUC M,2018,FFS,RENDERING,AGE 0-20,209,,1433,,167,,425,,72,,236,,194,,230,
1316079809,DOAN DUC M,2018,FFS,RENDERING,AGE 21+,213,,1017,,106,,106,,102,,349,,183,,183,
1316086069,"NEI, DICK-CHONG J, DDS",2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1316086069,"NEI, DICK-CHONG J, DDS",2018,FFS,RENDERING,AGE 21+,14,,156,,,1,,1,14,,56,,,1,,1
1316089584,ROBERT JR RICHARD C,2018,FFS,RENDERING,AGE 0-20,44,,119,,,1,0,,20,,69,,33,,33,
1316089584,ROBERT JR RICHARD C,2018,FFS,RENDERING,AGE 21+,45,,127,,,1,0,,21,,68,,36,,36,
1316095417,"SWE, THET DDS",2018,FFS,RENDERING,AGE 0-20,148,,1616,,143,,531,,43,,166,,132,,188,
1316095417,"SWE, THET DDS",2018,FFS,RENDERING,AGE 21+,100,,577,,59,,107,,47,,136,,60,,60,
1316095417,"SWE, THET DDS",2018,PHP,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,1,,1,,2
1316097546,"REIHANI, KUROSH H DDS",2018,FFS,RENDERING,AGE 0-20,64,,661,,56,,221,,31,,83,,57,,67,
1316097546,"REIHANI, KUROSH H DDS",2018,FFS,RENDERING,AGE 21+,362,,3300,,256,,498,,225,,807,,297,,297,
1316097710,"MAHBOOB, JAMAL, DDS",2018,FFS,RENDERING,AGE 21+,,1,,2,,1,0,,,1,,1,,1,,1
1316110711,CRUZ ETHEL S,2018,FFS,RENDERING,AGE 0-20,21,,114,,13,,28,,12,,43,,,1,,1
1316110711,CRUZ ETHEL S,2018,FFS,RENDERING,AGE 21+,35,,148,,,1,,2,17,,39,,22,,22,
1316121221,TAM IRENE W,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,,1,,1
1316121221,TAM IRENE W,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1316121221,TAM IRENE W,2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1316124753,CARTAGENA SONIA A,2018,FFS,RENDERING,AGE 0-20,117,,1565,,116,,385,,53,,148,,116,,134,
1316124753,CARTAGENA SONIA A,2018,FFS,RENDERING,AGE 21+,101,,884,,82,,133,,67,,299,,35,,35,
1316126246,VYAS RACHANA R,2018,FFS,RENDERING,AGE 0-20,19,,144,,15,,40,,,1,,2,14,,15,
1316126246,VYAS RACHANA R,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1316131980,TREYSTMAN MARK,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,2,,1,,1
1316131980,TREYSTMAN MARK,2018,FFS,RENDERING,AGE 21+,173,,1785,,120,,235,,118,,558,,109,,109,
1316132673,ZAPANTA CRISTINE,2018,FFS,RENDERING,AGE 0-20,47,,278,,36,,87,,21,,55,,26,,29,
1316132673,ZAPANTA CRISTINE,2018,FFS,RENDERING,AGE 21+,50,,213,,12,,20,,28,,102,,33,,33,
1316134893,SHANABO SHAZA,2018,FFS,RENDERING,AGE 0-20,1540,,22423,,1404,,4340,,908,,4250,,1412,,1952,
1316134893,SHANABO SHAZA,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1316135247,ZAKHARY MAGED G,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,,1,,1,,1,,1,,1
1316135734,CHINEN ATSUKO,2018,PHP,RENDERING,AGE 0-20,105,,469,,65,,159,,36,,65,,59,,74,
1316135734,CHINEN ATSUKO,2018,PHP,RENDERING,AGE 21+,89,,258,,14,,19,,55,,100,,33,,37,
1316137870,MUBARAKA NUJOUD,2018,FFS,RENDERING,AGE 0-20,33,,221,,26,,94,,18,,33,,30,,30,
1316137870,MUBARAKA NUJOUD,2018,FFS,RENDERING,AGE 21+,39,,210,,26,,26,,21,,81,,32,,32,
1316144918,"GOH, ANNIE, DDS",2018,FFS,RENDERING,AGE 0-20,29,,242,,28,,81,,,1,,2,28,,38,
1316144918,"GOH, ANNIE, DDS",2018,FFS,RENDERING,AGE 21+,73,,433,,50,,50,,41,,110,,65,,65,
1316149370,MEHTA ASHOKKUMAR S,2018,FFS,RENDERING,AGE 0-20,375,,3787,,317,,936,,213,,747,,329,,410,
1316149370,MEHTA ASHOKKUMAR S,2018,FFS,RENDERING,AGE 21+,582,,4083,,219,,225,,399,,1794,,401,,404,
1316149370,MEHTA ASHOKKUMAR S,2018,PHP,RENDERING,AGE 0-20,31,,461,,27,,102,,21,,87,,27,,47,
1316149370,MEHTA ASHOKKUMAR S,2018,PHP,RENDERING,AGE 21+,25,,204,,,1,,2,17,,104,,20,,24,
1316156839,"MOORE-PIMENTAL, CAROLINE DMD",2018,FFS,RENDERING,AGE 0-20,83,,549,,73,,153,,44,,107,,76,,90,
1316156839,"MOORE-PIMENTAL, CAROLINE DMD",2018,FFS,RENDERING,AGE 21+,125,,716,,84,,85,,76,,204,,58,,58,
1316159130,"TRAN, KRISTINE NGA HOANG DMD",2018,FFS,RENDERING,AGE 0-20,124,,1547,,112,,490,,55,,147,,117,,148,
1316159130,"TRAN, KRISTINE NGA HOANG DMD",2018,FFS,RENDERING,AGE 21+,443,,3473,,320,,321,,348,,1651,,372,,372,
1316159130,"TRAN, KRISTINE NGA HOANG DMD",2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1316159783,"CALLENDER SR, RALPH A, DDS A",2018,FFS,RENDERING,AGE 0-20,42,,130,,,1,0,,20,,48,,0,,0,
1316159783,"CALLENDER SR, RALPH A, DDS A",2018,PHP,RENDERING,AGE 0-20,27,,151,,,1,0,,26,,127,,,1,,1
1316164031,BUNUAN MILTIADES D,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,1,,1,,1
1316164031,BUNUAN MILTIADES D,2018,FFS,RENDERING,AGE 21+,18,,63,,,1,,1,13,,27,,,1,,1
1316181969,LAI CHRISTOPHER T,2018,FFS,RENDERING,AGE 0-20,262,,304,,,1,0,,62,,86,,0,,0,
1316181969,LAI CHRISTOPHER T,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1316181969,LAI CHRISTOPHER T,2018,PHP,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1316186562,"MAROON-LOPEZ, CARMEN DENISE,",2018,FFS,RENDERING,AGE 0-20,60,,453,,39,,77,,30,,101,,36,,39,
1316186562,"MAROON-LOPEZ, CARMEN DENISE,",2018,FFS,RENDERING,AGE 21+,206,,1361,,42,,42,,144,,775,,60,,60,
1316188030,PHAM MARY R,2018,FFS,RENDERING,AGE 0-20,4145,,40003,,3684,,10229,,1298,,4214,,3721,,4605,
1316188030,PHAM MARY R,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1316193154,KAZEMINY MARCY,2018,FFS,RENDERING,AGE 0-20,534,,10365,,504,,2176,,291,,1571,,496,,612,
1316193154,KAZEMINY MARCY,2018,FFS,RENDERING,AGE 21+,634,,11489,,497,,978,,435,,2561,,533,,533,
1316193154,KAZEMINY MARCY,2018,GMC,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1316226335,"KANG, PEGGY Y",2018,FFS,RENDERING,AGE 0-20,595,,7836,,564,,2034,,245,,1309,,555,,792,
1316226335,"KANG, PEGGY Y",2018,FFS,RENDERING,AGE 21+,218,,1941,,148,,294,,121,,470,,168,,170,
1316226335,"KANG, PEGGY Y",2018,PHP,RENDERING,AGE 0-20,127,,1091,,119,,498,,31,,96,,116,,162,
1316226335,"KANG, PEGGY Y",2018,PHP,RENDERING,AGE 21+,93,,664,,52,,72,,33,,117,,67,,71,
1316236375,SUKTALORDCHEEP SHANDRA,2018,PHP,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,2,0,,0,
1316241367,ASLANI ASHKAN,2018,FFS,RENDERING,AGE 0-20,9530,,93221,,7815,,26596,,4209,,15314,,7672,,9147,
1316241367,ASLANI ASHKAN,2018,FFS,RENDERING,AGE 21+,37,,214,,16,,22,,22,,50,,13,,13,
1316241367,ASLANI ASHKAN,2018,PHP,RENDERING,AGE 0-20,1407,,14274,,1114,,5139,,998,,3317,,1088,,1274,
1316241367,ASLANI ASHKAN,2018,PHP,RENDERING,AGE 21+,599,,5181,,176,,462,,512,,2453,,212,,238,
1316253669,"BHANDARI, MANRAJ DDS",2018,FFS,RENDERING,AGE 0-20,389,,2527,,324,,821,,186,,443,,335,,379,
1316253669,"BHANDARI, MANRAJ DDS",2018,FFS,RENDERING,AGE 21+,224,,1049,,66,,117,,152,,459,,145,,145,
1316254121,BAINS BALJOT,2018,FFS,RENDERING,AGE 0-20,13,,193,,,1,,2,13,,138,,0,,0,
1316254659,BAKER CAPPIE I,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,0,,0,
1316257371,CHUANG REX G,2018,FFS,RENDERING,AGE 0-20,1178,,12021,,1129,,4096,,353,,1068,,1094,,1700,
1316257371,CHUANG REX G,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1316258478,SERINO STEPHAN M,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,1,,1,,1
1316258478,SERINO STEPHAN M,2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,,1,,1
1316260102,"PRATT, KENNETH TERRY DDS",2018,FFS,RENDERING,AGE 0-20,173,,575,,,1,0,,103,,281,,154,,154,
1316260102,"PRATT, KENNETH TERRY DDS",2018,FFS,RENDERING,AGE 21+,113,,333,,,1,,1,47,,137,,99,,99,
1316274111,"TSAI, COLLIN G DDS",2018,FFS,RENDERING,AGE 0-20,2509,,5741,,87,,173,,712,,2143,,,1,,1
1316274111,"TSAI, COLLIN G DDS",2018,FFS,RENDERING,AGE 21+,29,,30,,,1,0,,,1,,1,0,,0,
1316274749,SAADATMANDI MAHTAB,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,0,,0,,0,,0,,0,
1316274749,SAADATMANDI MAHTAB,2018,FFS,RENDERING,AGE 21+,19,,25,,,1,0,,,1,,1,,1,,1
1316275407,NGUYEN MIRNA,2018,FFS,RENDERING,AGE 0-20,18,,24,,,1,0,,,1,,2,0,,0,
1316280076,LANE KACY R,2018,FFS,RENDERING,AGE 0-20,661,,4427,,525,,1093,,87,,219,,509,,509,
1316282981,ARNOUK REEMA MOUSSA,2018,FFS,RENDERING,AGE 0-20,161,,1547,,132,,459,,79,,292,,139,,176,
1316282981,ARNOUK REEMA MOUSSA,2018,FFS,RENDERING,AGE 21+,192,,1587,,79,,137,,150,,666,,134,,134,
1316294515,CHO MARTIN P,2018,FFS,RENDERING,AGE 0-20,171,,1418,,107,,255,,100,,400,,125,,143,
1316294515,CHO MARTIN P,2018,FFS,RENDERING,AGE 21+,183,,1067,,36,,38,,128,,456,,114,,114,
1316295322,KESCHANI ANAHITA,2018,FFS,RENDERING,AGE 0-20,660,,4915,,430,,1132,,244,,662,,453,,459,
1316295322,KESCHANI ANAHITA,2018,FFS,RENDERING,AGE 21+,599,,2148,,90,,138,,294,,681,,325,,325,
1316295322,KESCHANI ANAHITA,2018,PHP,RENDERING,AGE 0-20,,1,,2,,1,,1,0,,0,,,1,,1
1316305048,LEE SUNG K,2018,FFS,RENDERING,AGE 0-20,37,,194,,30,,64,,22,,52,,33,,34,
1316305048,LEE SUNG K,2018,FFS,RENDERING,AGE 21+,306,,1466,,125,,142,,186,,762,,210,,211,
1316305246,THANOS ALISHA NICHOLS,2018,PHP,RENDERING,AGE 21+,,1,,2,,1,0,,,1,,2,,1,,1
1316308166,CHEW CHANEL N,2018,FFS,RENDERING,AGE 0-20,986,,6778,,930,,2769,,115,,188,,943,,951,
1316308166,CHEW CHANEL N,2018,GMC,RENDERING,AGE 0-20,,1,,2,,1,,1,0,,0,,0,,0,
1316313778,YU ZHICHUN,2018,FFS,RENDERING,AGE 0-20,219,,908,,126,,316,,127,,294,,73,,73,
1316313778,YU ZHICHUN,2018,FFS,RENDERING,AGE 21+,491,,1615,,140,,221,,355,,934,,126,,126,
1316314263,HAMRAZ LEILA,2018,FFS,RENDERING,AGE 0-20,745,,3544,,421,,1193,,122,,280,,617,,666,
1316314263,HAMRAZ LEILA,2018,FFS,RENDERING,AGE 21+,688,,1948,,104,,163,,166,,472,,503,,503,
1316320336,MODY RAKHEE P,2018,FFS,RENDERING,AGE 0-20,37,,200,,19,,40,,17,,33,,18,,18,
1316329436,LAM ANDREW M,2018,FFS,RENDERING,AGE 0-20,491,,3883,,426,,1117,,169,,390,,427,,427,
1316329436,LAM ANDREW M,2018,PHP,RENDERING,AGE 0-20,44,,364,,42,,137,,11,,35,,42,,42,
1316348972,KIRBY STEVEN A,2018,FFS,RENDERING,AGE 0-20,21,,338,,20,,51,,21,,205,,20,,20,
1316362718,TRUONG MINH N,2018,FFS,RENDERING,AGE 0-20,50,,342,,32,,63,,25,,71,,37,,37,
1316362718,TRUONG MINH N,2018,FFS,RENDERING,AGE 21+,70,,382,,11,,11,,44,,173,,45,,45,
1316384571,DABIRIZANJANI SARA,2018,PHP,RENDERING,AGE 0-20,18,,75,,,1,,2,12,,26,,,1,,1
1316384571,DABIRIZANJANI SARA,2018,PHP,RENDERING,AGE 21+,27,,125,,11,,23,,18,,51,,13,,13,
1316391303,SAED MICHAEL I,2018,FFS,RENDERING,AGE 0-20,22,,122,,11,,22,,,1,,2,20,,20,
1316391303,SAED MICHAEL I,2018,FFS,RENDERING,AGE 21+,46,,181,,11,,21,,29,,78,,33,,33,
1316394257,SALEM ROXANA A,2018,FFS,RENDERING,AGE 0-20,50,,361,,35,,108,,29,,82,,17,,17,
1316394257,SALEM ROXANA A,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1316469844,ALDABE ALI M,2018,FFS,RENDERING,AGE 0-20,,1,,2,,1,0,,,1,,1,,1,,1
1316469844,ALDABE ALI M,2018,FFS,RENDERING,AGE 21+,11,,29,,,1,0,,,1,,2,,1,,1
1316472996,WILLIAMS CATHY A,2018,FFS,RENDERING,AGE 0-20,13,,32,,,1,,2,,1,,2,0,,0,
1316472996,WILLIAMS CATHY A,2018,FFS,RENDERING,AGE 21+,28,,57,,,1,0,,28,,56,,0,,0,
1316475213,JONES KYLE B,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,0,,,1,,1,,1,,1
1316475213,JONES KYLE B,2018,FFS,RENDERING,AGE 21+,20,,36,,,1,0,,,1,,2,18,,18,
1316490519,JAHANBAKHSH ARASH,2018,FFS,RENDERING,AGE 0-20,176,,762,,98,,201,,45,,70,,111,,111,
1316490519,JAHANBAKHSH ARASH,2018,FFS,RENDERING,AGE 21+,172,,546,,21,,29,,80,,171,,61,,61,
1316495112,KIM ELIZABETH G,2018,FFS,RENDERING,AGE 0-20,61,,307,,30,,66,,31,,59,,35,,35,
1316495112,KIM ELIZABETH G,2018,FFS,RENDERING,AGE 21+,38,,127,,,1,,1,22,,38,,21,,21,
1316911662,AHMAD MAHMOUD A,2018,FFS,RENDERING,AGE 0-20,721,,6057,,503,,1621,,218,,449,,548,,640,
1316911662,AHMAD MAHMOUD A,2018,FFS,RENDERING,AGE 21+,720,,2739,,59,,87,,394,,825,,399,,399,
1316915382,EFTEKHARI ABBAS,2018,FFS,RENDERING,AGE 0-20,424,,5375,,370,,1407,,210,,798,,366,,476,
1316915382,EFTEKHARI ABBAS,2018,FFS,RENDERING,AGE 21+,243,,1116,,38,,59,,123,,333,,171,,171,
1316946437,STIVERS MARK W,2018,FFS,RENDERING,AGE 0-20,63,,185,,33,,44,,17,,27,,32,,33,
1316946437,STIVERS MARK W,2018,FFS,RENDERING,AGE 21+,46,,118,,28,,40,,11,,18,,,1,,1
1316992738,HOUCHIN ROBERT J,2018,FFS,RENDERING,AGE 0-20,62,,503,,52,,197,,35,,162,,52,,52,
1316992738,HOUCHIN ROBERT J,2018,FFS,RENDERING,AGE 21+,102,,649,,42,,62,,78,,413,,75,,75,
1326003617,MATSUMOTO TODD T,2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,0,,0,,0,,0,,0,
1326067489,"AHN, SUNG MIN",2018,FFS,RENDERING,AGE 0-20,134,,892,,67,,193,,75,,209,,47,,49,
1326067489,"AHN, SUNG MIN",2018,FFS,RENDERING,AGE 21+,257,,1330,,,1,,2,232,,846,,42,,42,
1326069451,"GITTINGS III, SAMUEL E, DDS",2018,FFS,RENDERING,AGE 21+,,1,,1,,1,,1,,1,,1,0,,0,
1326073958,PANDYA SUNEN G,2018,FFS,RENDERING,AGE 0-20,141,,1455,,106,,286,,41,,155,,130,,161,
1326073958,PANDYA SUNEN G,2018,FFS,RENDERING,AGE 21+,314,,1868,,96,,96,,113,,405,,250,,250,
1326073958,PANDYA SUNEN G,2018,PHP,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1326082363,FLEMING KEVIN L,2018,FFS,RENDERING,AGE 0-20,2603,,44156,,2430,,7845,,1095,,3678,,2503,,4005,
1326082363,FLEMING KEVIN L,2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,2,,1,,1
1326082363,"FLEMING, KEVIN, DDS",2018,FFS,RENDERING,AGE 0-20,2603,,44156,,2430,,7845,,1095,,3678,,2503,,4005,
1326082363,"FLEMING, KEVIN, DDS",2018,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,2,,1,,1
1326089608,"DELA CRUZ ALEJANDRO, LOURDES",2018,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,,1,,1,,1,,1
1326089608,"DELA CRUZ ALEJANDRO, LOURDES",2018,FFS,RENDERING,AGE 21+,,1,,1,,1,,1,0,,0,,,1,,1
1326089608,"DELA CRUZ ALEJANDRO, LOURDES",2018,PHP,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1326100876,JOHNSON RICHARD E,2018,FFS,RENDERING,AGE 0-20,329,,1583,,229,,471,,57,,64,,259,,264,
1326100876,JOHNSON RICHARD E,2018,FFS,RENDERING,AGE 21+,256,,625,,22,,29,,84,,104,,174,,174,
1326103359,"NOLAN, DANIEL G, DDS",2018,FFS,RENDERING,AGE 21+,,1,,1,,1,0,,,1,,1,0,,0,
1326105461,"JONES, MICHAEL R",2018,FFS,RENDERING,AGE 0-20,1029,,5722,,1012,,3469,,248,,514,,994,,1143,
1326119892,"DUONG, THONG M, DDS",2018,FFS,RENDERING,AGE 0-20,23,,140,,19,,52,,12,,32,,18,,25,
1326119892,"DUONG, THONG M, DDS",2018,FFS,RENDERING,AGE 21+,12,,39,,,1,,1,,1,,2,,1,,1
1326131210,GAERLAN LOURDES R,2018,FFS,RENDERING,AGE 0-20,177,,826,,164,,369,,51,,92,,157,,168,
1326131210,GAERLAN LOURDES R,2018,FFS,RENDERING,AGE 21+,36,,102,,20,,20,,14,,19,,18,,18,
1326133141,NGUYEN HOANG T,2018,FFS,RENDERING,AGE 0-20,321,,2900,,307,,409,,138,,347,,206,,244,
1326133141,NGUYEN HOANG T,2018,FFS,RENDERING,AGE 21+,37,,192,,23,,23,,17,,46,,26,,26,
